Nama Kost,Wilayah,Harga,Ukuran (m2),Jumlah Fasilitas,Segmen_Pasar,all_facilities_bs
Kost Norita Tipe D Benda Tangerang,Tangerang,Rp 2.500.000,12.0,26,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; Laundry; R. Makan; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Nugie I Beji Depok,Depok,Rp 1.500.000,15.75,19,Standar,3.5 x 4.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Meja Rias; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; TV; Balcon; Parkir Motor; Parkir Sepeda
Kost Nugie II Tipe A Beji Depok,Depok,Rp 1.500.000,12.0,23,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; R. Santai; Dapur; Dispenser; TV; CCTV; Pengurus Kos; Parkir Motor; Parkir Sepeda
Kost Nugroho Tipe A Cikarang Pusat Bekasi,Bekasi,Rp 700.000,15.0,16,Ekonomis,3 x 5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Jemuran; Balcon; Pengurus Kos; CCTV; Parkir Motor; Parkir Motor & Sepeda
Kost Nuo Atu Udayana Babakan Madang Bogor,Bogor,Rp 800.000,1.5,26,Ekonomis,1 x 1.5 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kipas Angin; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; R. Makan; R. Santai; Dapur; CCTV; Balcon; Jemuran; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Nur Residance Cicau Tipe A Cikarang Pusat Bekasi,Bekasi,Rp 1.050.000,16.900000000000002,18,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Dapur Pribadi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; Mushola; Dapur; CCTV; Jemuran; Pengurus Kos; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Mekarwangi Executive Cikarang Barat Bekasi,Bekasi,Rp 1.035.000,16.900000000000002,19,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Balcon; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Mekarwangi Executive Cikarang Barat Bekasi,Bekasi,Rp 1.035.000,16.900000000000002,19,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Balcon; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Mekarwangi Executive Cikarang Barat Bekasi,Bekasi,Rp 1.035.000,16.900000000000002,16,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Jendela; Wastafel; WiFi; Penjaga Kos; R. Jemur; Balcon; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Mekarwangi Executive Cikarang Barat Bekasi,Bekasi,Rp 1.035.000,16.900000000000002,19,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Balcon; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Mekarwangi Executive Cikarang Barat Bekasi,Bekasi,Rp 1.035.000,16.900000000000002,19,Standar,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Ventilasi; Jendela; Wastafel; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; Penjaga Kos; R. Jemur; Balcon; CCTV; Jemuran; Jual Makanan; Pengurus Kos; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Nur Residance Telajung Executive Cikarang Barat Bekasi,Bekasi,Rp 1.040.000,16.900000000000002,8,Ekonomis,2.6 x 6.5 meter; Tidak termasuk listrik; AC; Kasur; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Parkir Mobil; Parkir Motor & Sepeda
Kost Nurlaila H Cileungsi Bogor,Bogor,Rp 900.000,12.0,19,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kulkas; Kipas Angin; Cermin; Bantal; Kursi; Jendela; Sofa; K. Mandi Dalam; K. Mandi Luar; Ember mandi; Shower; WiFi; TV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Ny Linda Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 885.000,9.0,17,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Wastafel; Kipas Angin; Cleaning service; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Nyaman Dekat Bandara Mahkota Benda Tangerang,Tangerang,Rp 1.100.000,9.0,17,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Bantal; Cermin; Cleaning service; Wastafel; K. Mandi Dalam; Kloset Duduk; Air panas; WiFi; Penjaga Kos; R. Tamu; CCTV; Pengurus Kos; Parkir Motor
Kost Nyaman Disini Tipe B Cipondoh Tangerang,Tangerang,Rp 1.400.000,9.0,13,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; R. Santai; Dapur; Balcon; Gazebo; Parkir Motor
Kost Nyaman Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.399.999,9.0,24,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Bantal; Cermin; Cleaning service; TV Kabel; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Cuci; Mesin Cuci; Penjaga Kos; R. Jemur; R. Santai; Dapur; Dispenser; Balcon; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Nyaman Kemanggisan President Suite Palmerah Jakarta Barat,Jakarta Barat,Rp 2.650.000,12.0,29,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Meja Rias; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Nyaman Tipe VIP Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 2.600.000,9.0,26,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Meja Rias; TV; Kulkas; Lemari Baju; Ventilasi; Bantal; Cermin; K. Mandi Dalam; Wastafel; Shower; Air panas; WiFi; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Jemur; Dapur; Dispenser; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Oemah Noor Regular Karang Tengah Tangerang,Tangerang,Rp 1.350.000,10.5,23,Standar,3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Oemahkoe Depok Tipe Vvip 2 Beji Depok,Depok,Rp 2.499.000,13.5,25,Standar,4.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kulkas; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Balcon; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Oemahkoe Univ Indonesia Tipe Super VVIP 2 Beji Depok,Depok,Rp 2.800.000,20.25,26,Standar,4.5 x 4.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Kulkas; Lemari Baju; Ventilasi; Bantal; Cermin; Dapur Pribadi; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Olga Astrid Puspita Tipe A Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.300.000,7.5,10,Ekonomis,2.5 x 3 meter; Tidak termasuk listrik; Kasur; Wastafel; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; WiFi; R. Jemur; Dapur; Parkir Motor; Parkir Sepeda
Kost Olin Tipe A Kramatjati Jakarta Timur,Jakarta Timur,Rp 1.550.000,21.0,21,Ekonomis,3 x 7 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Dapur Pribadi; Jendela; Wastafel; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; R. Cuci; R. Jemur; Balcon; CCTV; Jemuran; Rooftop; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Oma Ida Tipe B Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.300.000,9.0,22,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Cermin; Guling; Jendela; Kursi; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Cuci; Laundry; R. Jemur; Dapur; Dispenser; Balcon; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Oma Tipe AC Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 1.100.000,9.0,26,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Guling; Jendela; Kursi; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Wastafel; Shower; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Motor & Sepeda
Kost Omaesopo Tipe B Dramaga Bogor,Bogor,Rp 1.475.000,9.0,20,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Jendela; Kursi; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Tamu; Mesin Cuci; R. Jemur; R. Makan; R. Santai; Dapur; Parkir Motor
Kost Omah 37 Tipe B Cikarang Barat Bekasi,Bekasi,Rp 700.000,24.75,8,Ekonomis,4.5 x 5.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Jemuran; Parkir Motor
Kost Omah 37 Tipe B Cikarang Barat Bekasi,Bekasi,Rp 700.000,24.75,8,Ekonomis,4.5 x 5.5 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Jongkok; Jemuran; Parkir Motor
Kost Omah Amalia Beji Depok,Depok,Rp 1.700.000,12.0,20,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Wastafel; Cleaning service; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Makan; Dapur; Dispenser; TV; Parkir Motor
Kost Omah Andriz Tipe B Pamulang Tangerang Selatan,Tangerang Selatan,Rp 1.000.000,9.0,21,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; R. Santai; Dapur; CCTV; Gazebo; Jemuran; Pengurus Kos; Parkir Motor
Kost Omah Cuantique Tipe A Cibinong Bogor,Bogor,Rp 1.000.000,12.0,22,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Meja Rias; TV; Lemari Baju; Bantal; Guling; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; WiFi; R. Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Jual Makanan; Taman; Parkir Motor
Kost Omah Grow Standar Cinere Depok,Depok,Rp 2.000.000,12.0,26,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Meja Rias; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Tamu; R. Santai; Dapur; Dispenser; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Omah Ijo Beji Depok,Depok,Rp 825.000,16.0,16,Ekonomis,4 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Santai; Balcon; Pengurus Kos; Parkir Motor; Parkir Sepeda
Kost Omah Kita Cikokol Kota Tangerang,Tangerang,Rp 1.100.000,6.0,23,Premium,2 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dispenser; Dapur; Balcon; CCTV; Jemuran; Parkir Motor; Parkir Sepeda
Kost Omah Ningrat Dramaga Bogor,Bogor,Rp 1.300.000,9.0,15,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Dapur; TV; Balcon; Pengurus Kos; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Omah Sin Kiang Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 700.000,9.0,22,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; TV; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Penjaga Kos; Laundry; R. Santai; Balcon; Jual Makanan; Pengurus Kos; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Omah Tentrem Serpong Tangerang Selatan,Tangerang Selatan,Rp 1.200.000,12.0,19,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; CCTV; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Omahe Arfasya Tambun Selatan Bekasi,Bekasi,Rp 1.900.000,9.0,26,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; Dapur; Parkir Mobil; Parkir Motor
Kost Omahku Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 1.200.000,9.0,23,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; Meja makan; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Tamu; R. Makan; R. Jemur; R. Santai; Dapur; Balcon; Parkir Motor
Kost Omahku Villa Mutiara Executive Cikarang Selatan Bekasi,Bekasi,Rp 1.500.000,9.0,23,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Jemur; Dapur; CCTV; Jemuran; Pengurus Kos; Rooftop; Parkir Motor; Parkir Sepeda
Kost Opung 1 Tipe A Tangerang Tangerang,Tangerang,Rp 1.300.000,12.0,26,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Guling; Cermin; Bantal; K. Mandi Dalam; Kloset Jongkok; Bak mandi; WiFi; R. Cuci; Laundry; R. Tamu; Penjaga Kos; R. Jemur; R. Makan; R. Santai; Balcon; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Opung 1 Tipe B Tangerang Tangerang,Tangerang,Rp 950.000,12.0,24,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Bantal; Guling; Jendela; Kipas Angin; Kursi; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Orange Beji Depok,Depok,Rp 1.600.000,10.799999999999999,14,Premium,4.5 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Laundry
Kost Orange Tipe B Pulo Gadung Jakarta Timur,Jakarta Timur,Rp 1.005.000,6.0,15,Standar,2 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; WiFi; Mesin Cuci; Dapur; Balcon; CCTV; Jemuran; Parkir Motor
Kost Oren Pancoran Mas Depok,Depok,Rp 800.000,20.0,17,Ekonomis,4 x 5 meter; Termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; WiFi; Balcon; Jemuran; Pengurus Kos; CCTV; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Pa Guru Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 700.000,12.0,16,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Kloset Jongkok; K. Mandi Luar; Wastafel; Ember mandi; Bak mandi; R. Cuci; R. Jemur; Balcon; Jemuran; Parkir Motor; Parkir Sepeda
Kost Pahala Sunter Podomoro Tipe A Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 1.300.000,12.0,14,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; Air panas; WiFi; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Pahala Sunter Podomoro Tipe C Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 1.300.000,12.0,14,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; K. Mandi Dalam; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Pak Aji Tipe A Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 1.100.000,5.0,17,Standar,2 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Motor
Kost Pak Is Ph6 Cikarang Selatan Bekasi,Bekasi,Rp 1.050.000,6.0,22,Standar,3 x 2 meter; Termasuk listrik; AC; Kasur; Lemari Baju; Kulkas; Ventilasi; Bantal; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Mesin Cuci; Laundry; R. Jemur; Dapur; Balcon; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Pak RT Cipayung Jakarta Timur,Jakarta Timur,Rp 900.000,12.0,9,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Guling; Kipas Angin; Bantal; K. Mandi Dalam; Kloset Jongkok; WiFi; Parkir Motor & Sepeda
Kost Pak Salim Executive Penjaringan Jakarta Utara,Jakarta Utara,Rp 1.700.000,12.0,28,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Cleaning service; Guling; Jendela; Kursi; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Wastafel; Ember mandi; Shower; Air panas; WiFi; Kulkas; Laundry; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Dispenser; Parkir Motor & Sepeda
Kost Pak Yanto 2 Tipe B Cinere Depok,Depok,Rp 1.200.000,9.0,6,Ekonomis,3 x 3 meter; Tidak termasuk listrik; AC; Wastafel; K. Mandi Dalam; Kloset Jongkok; R. Tamu; Parkir Motor
Kost Pak Yul 2 Tipe A Gunung Putri Bogor,Bogor,Rp 1.000.000,9.0,24,Ekonomis,3 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Jendela; Kipas Angin; Wastafel; Kloset Duduk; Ember mandi; R. Cuci; R. Tamu; R. Jemur; R. Makan; R. Santai; Dapur; Jemuran; Jual Makanan; R. Keluarga; Taman; Parkir Mobil; Parkir Motor
Kost Palem Griya Tipe A Cibodas Tangerang,Tangerang,Rp 898.000,9.0,20,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Jendela; Kloset Duduk; Ember mandi; Wastafel; WiFi; Kulkas; R. Cuci; R. Tamu; R. Jemur; R. Santai; Dapur; CCTV; Jemuran; Jual Makanan; Parkir Motor; Parkir Sepeda
Kost Palem Griya Tipe Single 2 Cibodas Tangerang,Tangerang,Rp 1.065.000,9.0,21,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; R. Keluarga; Balcon; Parkir Motor; Parkir Sepeda
Kost Pamahan Tipe A Cikarang Timur Bekasi,Bekasi,Rp 800.000,12.0,11,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Jendela; K. Mandi Dalam; Kloset Duduk; R. Jemur; Pengurus Kos; Jemuran; Parkir Motor; Parkir Sepeda
Kost Pan Regist Jelambar Angke Tipe A Grogol Petamburan Jakarta Barat,Jakarta Barat,Rp 2.225.000,12.0,24,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Dispenser; TV; Meja Rias; Lemari Baju; Kulkas; Kursi; TV Kabel; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Mesin Cuci; Laundry; Penjaga Kos; CCTV; Jemuran; Pengurus Kos; Parkir Mobil; Parkir Motor; Parkir Motor & Sepeda
Kost Paradise VVIP Cibinong Bogor,Bogor,Rp 1.750.000,12.0,25,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; Jendela; Kipas Angin; Kursi; K. Mandi Dalam; Kloset Jongkok; Wastafel; Ember mandi; Bak mandi; WiFi; R. Tamu; Dapur; CCTV; Jemuran; Pengurus Kos; TV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Parung Parung Bogor,Bogor,Rp 800.000,14.399999999999999,15,Ekonomis,3 x 4.8 meter; Tidak termasuk listrik; Kasur; Dapur Pribadi; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; Penjaga Kos; R. Tamu; R. Santai; Dapur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Paseban 45 Tipe C Senen Jakarta Pusat,Jakarta Pusat,Rp 1.600.000,5.76,7,Ekonomis,2.4 x 2.4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; WiFi
Kost Pasir Gombong Tipe A di Pasir Gombong Cikarang,Bekasi,Rp 700.000,12.0,10,Ekonomis,3 x 4 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Kipas Angin; K. Mandi Dalam; Kloset Jongkok; WiFi; Dapur; Gazebo; Parkir Motor; Parkir Sepeda
Kost Pavilion Cimanggis Depok,Depok,Rp 1.050.000,16.0,12,Ekonomis,4 x 4 meter; Termasuk listrik; Kasur; Lemari Baju; Guling; Jendela; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; WiFi; Jual Makanan; Jemuran; Parkir Motor & Sepeda
Kost Pavilion Grande Jababeka 2 Tipe A Cikarang Utara Bekasi,Bekasi,Rp 1.850.000,12.0,26,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Guling; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Parkir Mobil
Kost Pavilion Grande Jababeka 2 Tipe B Cikarang Utara Bekasi,Bekasi,Rp 1.900.000,12.0,26,Premium,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Cleaning service; Guling; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Parkir Mobil
Kost Pavilion Jababeka A1 Cikarang Utara Bekasi,Bekasi,Rp 1.550.000,12.0,27,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Bantal; Cermin; Cleaning service; Guling; Kursi; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Cuci; Laundry; Mesin Cuci; Penjaga Kos; R. Tamu; R. Jemur; R. Makan; R. Santai; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Pavilion Jababeka Tipe A Cikarang Utara Bekasi,Bekasi,Rp 1.800.000,12.0,26,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Cleaning service; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; R. Santai; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda
